key,ca,eu,gl,es,pt,fr,it,en,de
tr_draft_explain_puzzle,"Proposta del puzle setmanal: 3 sessions per equip, màxim d’individuals, mínim de compartits (el companys poden canviar cada dia). Mira la gràfica.","Asteko puzzlearen proposamena: 3 saio talde bakoitzeko, gehienez norbanakoak, gutxienez partekatua (bazkideek egunero alda daitezke). Begiratu grafikoari.","Proposta de puzzle semanal: 3 sessões por equipa, máx. solo, mín. partilha (os parceiros podem mudar consoante o dia). Vê o gráfico.","Propuesta del puzle semanal: 3 sesiones por equipo, máximo de individuales, mínimo de compartidos (los compañeros pueden cambiar cada día). Mira la gráfica.","Proposta de puzzle semanal: 3 sessões por equipa, máx. solo, mín. partilha (os parceiros podem mudar consoante o dia). Vê o gráfico.","Proposition de puzzle hebdomadaire : 3 sessions par équipe, max. seul, min. partagé (les partenaires peuvent changer selon le jour). Voir le graphique.","Proposta puzzle settimanale: 3 sessioni a squadra, max. da soli, min. condivisi (i compagni possono cambiare in base al giorno). Vedi il grafico.","Weekly puzzle proposal: 3 sessions per team, max solo, min shares (partners can change by day). Check the chart.","Wöchentlicher Puzzlevorschlag: 3 Einheiten pro Mannschaft, max. Solo, min. Teilen (Partner können je nach Tag wechseln). Prüfe die Grafik."
tr_draft_explain_solapes,Borrador amb releus afegits. Mira la gràfica.,Zirriborroa erliebe erantsiekin. Begiratu grafikoari.,Rascunho com solapes adicionados. Vê o gráfico.,Borrador con relevos añadidos. Mira la gráfica.,Rascunho com solapes adicionados. Vê o gráfico.,Brouillon avec relais ajoutés. Voir le graphique.,Bozza con staffette aggiunte. Vedi il grafico.,Draft with relays added. Check the chart.,Entwurf mit hinzugefügten Staffeln. Prüfe die Grafik.
tr_draft_explain_solo,Borrador setmanal: {n} sessions (es repeteix cada setmana).,Asteko zirriborroa: {n} saioak (astero errepikatzen dira).,Rascunho semanal: {n} sessões (repete todas as semanas).,Borrador semanal: {n} sesiones (se repite cada semana).,Rascunho semanal: {n} sessões (repete todas as semanas).,Brouillon hebdomadaire : {n} sessions (se répète chaque semaine).,Bozza settimanale: {n} sessioni (si ripete ogni settimana).,Weekly draft: {n} sessions (repeats each week).,Wöchentlicher Entwurf: {n} Einheiten (wiederholt sich jede Woche).
tr_draft_explain_solo_tight, Hi ha sessions compartides perquè no caben tots sols.,"Partekatutako saioak daude, denak ezin direlako bakarrik kabitzen.", Algumas sessões são partilhadas porque nem todos cabem sozinhos., Hay sesiones compartidas porque no caben todos solos., Algumas sessões são partilhadas porque nem todos cabem sozinhos., Certaines sessions sont partagées car tout ne tient pas seul., Alcune sessioni sono condivise perché non tutti stanno da soli., Some sessions are shared because not everyone fits solo.," Einige Einheiten sind geteilt, weil nicht alle alleine passen."
tr_draft_explain_title,Què hi ha al borrador,Zirriborroan zer dagoen,O que está no rascunho,Qué hay en el borrador,O que está no rascunho,Ce qui est dans le brouillon,Cosa c'è nella bozza,What’s on the draft,Was im Entwurf steht
tr_draft_explain_with_groups,Borrador dens amb {groups} entrenaments conjunts: {n} sessions (dl–dv).,Zirriborro trinkoa {groups} entrenamendu bateratuekin: {n} saioak (astelehenetik ostiralera).,Rascunho com {groups} grupos: {n} sessões.,Borrador denso con {groups} entrenamientos conjuntos: {n} sesiones (lun–vie).,Rascunho com {groups} grupos: {n} sessões.,Brouillon avec {groups} groupes : {n} sessions.,Bozza con {groups} gruppi: {n} sessioni.,Draft with {groups} groups: {n} sessions.,Entwurf mit {groups} Gruppen: {n} Einheiten.
tr_draft_weeks,Setmanes de borrador,Aste zirriborroak,Semanas de rascunho,Semanas de borrador,Semanas de rascunho,Semaines de brouillon,Setmanes de borrador,Setmanes de borrador,Entwurfwochen
tr_empty,Encara no hi ha entrenaments.,Oraindik ez dago entrenamendurik.,Ainda sem treinos.,Aún no hay entrenamientos.,Ainda sem treinos.,Aucun entraînement pour l'instant.,Ancora nessun allenamento.,No trainings yet.,Noch keine Trainingseinheiten.
tr_fit_cta_and, i ,i, e , y , e , et , e , and , und 
tr_fit_cta_end,. ,. ,. ,. ,. ,. ,. ,. ,. 
tr_fit_cta_groups,entrenaments conjunts,entrenamendu bateratuak,grupos,entrenamientos conjuntos,grupos,groupes,gruppi,groups,Gruppen
tr_fit_cta_mid, o pots ajustar a ,edo egokitu zaitezke, ou podes ajustar em , o puedes ajustar en , ou podes ajustar em , ou tu peux ajuster dans , oppure puoi regolare in , or you can adjust in , machen oder du kannst in 
tr_fit_cta_pre, Et puc fer una ,bat egin dezaket, Posso fazer , Te puedo hacer una , Posso fazer , Je peux faire , Posso fare , I can make a , Ich kann einen 
tr_fit_cta_propose,proposta d’horaris,ordutegi proposamena,uma proposta de horário,propuesta de horarios,uma proposta de horário,une proposition d'horaire,una proposta d'orario,schedule proposal,Trainingsvorschlag
tr_fit_cta_solapes,relevos,erreleboak,solapes,relevos,solapes,relais,staffette,relays,Staffeln
tr_fit_draft_note,El calendari oficial no es toca fins a Aplicar.,Ordutegi ofiziala ez da ukitzen Aplikatu arte.,O calendário oficial fica intocado até Aplicares.,El calendario oficial no se toca hasta Aplicar.,O calendário oficial fica intocado até Aplicares.,Le calendrier officiel reste intact tant que tu n'appliques pas.,Il calendario ufficiale resta intatto finché non applichi.,The official calendar stays untouched until you Apply.,"Der offizielle Kalender bleibt unberührt, bis du Übernehmen wählst."
tr_fit_manual_hint,Defineix tu les plantilles.,Zuk zehazten dituzu txantiloiak.,Define os moldes tu mesmo.,Define tú las plantillas.,Define os moldes tu mesmo.,Définis toi-même les moules.,Definisci tu le matrici.,Define the templates yourself.,Lege die Vorlagen selbst fest.
tr_fit_manual_title,Ho faig jo,Egiten dut,Eu faço,Lo hago yo,Eu faço,Je fais,Faccio io,I’ll do it,Ich mache es selbst
tr_fit_need,Per encabir-ho caldria juntar uns {teams} equips en {groups} entrenaments conjunts i/o fer {solapes} relevos.,"Hori egokitzeko, beharrezkoa izango litzateke {teams} talde batzuk {groups} entrenamendu bateratuetan biltzea eta/edo {solapes} erreleboak egitea.","Para que todos cabessem, terias de juntar cerca de {teams} equipas em {groups} grupos e/ou fazer {solapes} solapes.",Para encajarlo haría falta juntar unos {teams} equipos en {groups} entrenamientos conjuntos y/o hacer {solapes} relevos.,"Para que todos cabessem, terias de juntar cerca de {teams} equipas em {groups} grupos e/ou fazer {solapes} solapes.","Pour que tout tienne, il faudrait regrouper environ {teams} équipes en {groups} groupes et/ou faire {solapes} relais.","Per far stare tutti, dovresti raggruppare circa {teams} squadre in {groups} gruppi e/o fare {solapes} staffette.",To fit everyone you’d need to join about {teams} teams into {groups} groups and/or make {solapes} relays.,"Damit alle passen, musst du etwa {teams} Mannschaften zu {groups} Gruppen zusammenfassen und/oder {solapes} Staffeln bilden."
tr_fit_need_groups,"No caben sols a la pista. Cal juntar els {teams} equips en uns {groups} entrenaments conjunts (mínims, sense relevos) i omplir dl–dv.","Ez dira bakarrik kabitzen pistan. {teams} taldeak elkarrekin {groups} entrenamendu saio batzuetan elkartu behar dira (gutxienez, erreleborik gabe) eta astelehenetik ostiralera bete.","Para que todos cabessem, terias de juntar cerca de {teams} equipas em {groups} grupos (ainda sem solapes).","No caben solos en la pista. Hay que juntar los {teams} equipos en unos {groups} entrenamientos conjuntos (mínimos, sin relevos) y llenar lun–vie.","Para que todos cabessem, terias de juntar cerca de {teams} equipas em {groups} grupos (ainda sem solapes).","Pour que tout tienne, il faudrait regrouper environ {teams} équipes en {groups} groupes (encore sans relais).","Per far stare tutti, dovresti raggruppare circa {teams} squadre in {groups} gruppi (ancora senza staffette).",To fit everyone you’d need to join about {teams} teams into {groups} groups (no relays yet).,"Damit alle passen, musst du etwa {teams} Mannschaften zu {groups} Gruppen zusammenfassen (noch keine Staffeln)."
tr_fit_need_manual,Cal una proposta o ajustar entrenaments conjunts a mà.,Proposamen bat behar edo eskuz eskuz entrenamendu bateratuak egokitu.,Precisas de uma proposta ou de ajustar grupos manualmente.,Hace falta una propuesta o ajustar entrenamientos conjuntos a mano.,Precisas de uma proposta ou de ajustar grupos manualmente.,Tu as besoin d'une proposition ou d'ajuster les groupes manuellement.,Hai bisogno di una proposta o di regolare i gruppi manualmente.,You need a proposal or to adjust groups by hand.,Du brauchst einen Vorschlag oder musst Gruppen von Hand anpassen.
tr_fit_need_puzzle,No caben tots en solitari. La proposta crearà el mínim de sessions compartides (el compartit pot canviar cada dia de la setmana).,Ez dira denak bakarrik kabitzen. Proposamenak gutxieneko partekatutako saioak sortuko ditu (partekatutakoak asteko egun guztietan alda daitezke).,Nem todos cabem sozinhos. A proposta criará o mínimo de sessões partilhadas (quem partilha pode mudar consoante o dia da semana).,No caben todos en solitario. La propuesta creará el mínimo de sesiones compartidas (quien comparte puede cambiar cada día de la semana).,Nem todos cabem sozinhos. A proposta criará o mínimo de sessões partilhadas (quem partilha pode mudar consoante o dia da semana).,Tout ne tient pas seul. La proposition créera un minimum de sessions partagées (qui partage peut changer selon le jour de la semaine).,Non tutti stanno da soli. La proposta creerà il minimo di sessioni condivise (chi condivide può cambiare a seconda del giorno della settimana).,Not everyone fits solo. The proposal will create the minimum shared sessions (who shares can change by weekday).,"Nicht alle passen alleine. Der Vorschlag erstellt die Mindestanzahl geteilter Einheiten (wer teilt, kann je nach Wochentag wechseln)."
tr_fit_need_refresh,Demana la proposta per generar el borrador setmanal.,Eskatu proposamena asteko zirriborroa sortzeko.,Pedir uma proposta para construir o rascunho semanal.,Pide la propuesta para generar el borrador semanal.,Pedir uma proposta para construir o rascunho semanal.,Demander une proposition pour construire le brouillon hebdomadaire.,Chiedi una proposta per costruire la bozza settimanale.,Ask for a proposal to build the weekly draft.,Frage nach einem Vorschlag für den wöchentlichen Entwurf.
tr_fit_or,o,edo,ou,o,ou,ou,o,or,oder
tr_fit_or_manual,o ho faig jo a,edo nik a,ou eu faço em,o lo hago yo en,ou eu faço em,ou je fais dans,o faccio io in,or I’ll do it in,oder ich mache es in
tr_fit_pack_detail,Prova d’encaix: {clean} sessions netes · {clashes} xocs de pista · {unplaced} sense huec.,Egokitze-proba: {clean} garbi-saioak · {clashes} ibilbidearen hutsuneak · {unplaced} hutsunerik gabe.,Verificação de encaixe: {clean} sessões limpas · {clashes} conflitos de pista · {unplaced} sem lugar.,Prueba de encaje: {clean} sesiones limpias · {clashes} choques de pista · {unplaced} sin hueco.,Verificação de encaixe: {clean} sessões limpas · {clashes} conflitos de pista · {unplaced} sem lugar.,Vérification d'ajustement : {clean} sessions propres · {clashes} conflits de piste · {unplaced} sans place.,Verifica adattamento: {clean} sessioni pulite · {clashes} conflitti di pista · {unplaced} senza posto.,Packing check: {clean} clean sessions · {clashes} rink clashes · {unplaced} with no slot.,Pack-Check: {clean} saubere Einheiten · {clashes} Eisbahn-Konflikte · {unplaced} ohne Platz.
tr_fit_propose,Proposar,Proposatzeko,Propor,Proponer,Propor,Proposer,Proponi,Propose,Vorschlagen
tr_fit_propose_hint,"Genera el puzle setmanal al borrador (màxim de sols, mínim de compartits).","Sortu astero puzzlea zirriborroan (gehienezko singleak, gutxieneko akzioak).","Constrói o puzzle semanal no rascunho (máx. solo, mín. partilha).","Genera el puzle semanal en el borrador (máximo de solos, mínimo de compartidos).","Constrói o puzzle semanal no rascunho (máx. solo, mín. partilha).","Construit le puzzle hebdomadaire dans le brouillon (max. seul, min. partagé).","Costruisce il puzzle settimanale nella bozza (max. da soli, min. condivisi).","Builds the weekly puzzle on the draft (max solo, min shares).","Erstellt das wöchentliche Puzzle im Entwurf (max. Solo, min. Teilen)."
tr_fit_propose_none,No s’ha pogut crear la proposta.,Proposamena ezin izan da sortu.,Não foi possível criar uma proposta.,No se ha podido crear la propuesta.,Não foi possível criar uma proposta.,Impossible de créer une proposition.,Impossibile creare una proposta.,Could not create a proposal.,Es konnte kein Vorschlag erstellt werden.
tr_fit_propose_solapes_none,No s’ha pogut afegir cap releu nou (falten participants lliures o ja n’hi ha).,Ezin izan da errelebo berririk gehitu (doako parte-hartzaileak falta dira edo dagoeneko eskuragarri).,Não foi possível adicionar um novo solape (sem participantes livres ou já coberto).,No se ha podido añadir ningún relevo nuevo (faltan participantes libres o ya hay).,Não foi possível adicionar um novo solape (sem participantes livres ou já coberto).,Impossible d'ajouter un nouveau relais (pas de participants libres ou déjà couvert).,Impossibile aggiungere una nuova staffetta (nessun partecipante libero o già coperto).,Could not add a new relay (no free participants or already covered).,Keine neue Staffel konnte hinzugefügt werden (keine freien Teilnehmer oder bereits abgedeckt).
tr_fit_proposed,Proposta al borrador (calendari oficial intacte).,Proposamenaren zirriborroa (egutegi ofiziala osorik).,Proposta no rascunho (calendário oficial intocado).,Propuesta en el borrador (calendario oficial intacto).,Proposta no rascunho (calendário oficial intocado).,Proposition dans le brouillon (calendrier officiel intact).,Proposta nella bozza (calendario ufficiale intatto).,Proposal on the draft (official calendar untouched).,Vorschlag im Entwurf (offizieller Kalender unberührt).
tr_fit_proposed_groups,{n} entrenaments conjunts: {names}.,{n} entrenamendu bateratuak: {names}.,{n} grupos: {names}.,{n} entrenamientos conjuntos: {names}.,{n} grupos: {names}.,{n} groupes : {names}.,{n} gruppi: {names}.,{n} groups: {names}.,{n} Gruppen: {names}.
tr_fit_proposed_groups_detail,"Proposta: {teams} equips en {groups} entrenaments conjunts (mínims, sense relevos). Plantilla dl–dv al borrador ({sessions} sessions). El calendari oficial no s’ha tocat.","Proposamena: {teams} taldeak {groups} entrenamendu bateratuan (gutxienez, erreleborik gabe). Astelehenetik ostiralera txantiloia zirriborroan ({sessions} saioak). Egutegi ofiziala ez da ukitu.",Proposta: juntadas {teams} equipas em {groups} grupos (sem solapes). Rascunho: {sessions} sessões. Calendário oficial intocado.,"Propuesta: {teams} equipos en {groups} entrenamientos conjuntos (mínimos, sin relevos). Plantilla lun–vie en el borrador ({sessions} sesiones). El calendario oficial no se ha tocado.",Proposta: juntadas {teams} equipas em {groups} grupos (sem solapes). Rascunho: {sessions} sessões. Calendário oficial intocado.,Proposition : regroupées {teams} équipes en {groups} groupes (sans relais). Brouillon : {sessions} sessions. Calendrier officiel intact.,Proposta: raggruppate {teams} squadre in {groups} gruppi (senza staffette). Bozza: {sessions} sessioni. Calendario ufficiale intatto.,Proposal: joined {teams} teams into {groups} groups (no relays). Draft has {sessions} sessions. Official calendar untouched.,Vorschlag: {teams} Mannschaften zu {groups} Gruppen zusammengefasst (keine Staffeln). Entwurf: {sessions} Einheiten. Offizieller Kalender unberührt.
